obs_date,mars_equities_portfolio,mars_bonds_portfolio,mars_commodities_portfolio,mars_inflation_portfolio
1/31/1978,-0.017804769,-0.005768513,0.010560683,0.005024286
2/28/1978,0.022943324,-0.001371717,0.092790232,0.007413385
3/31/1978,0.0460868,0.001326333,0.01631509,0.004841354
4/30/1978,0.008771809,-0.006264143,0.067532883,0.00346648
5/31/1978,-0.013074399,-0.006625079,-0.103659238,-0.005880886
6/30/1978,0.046510549,0.003473518,0.020746652,0.010200301
7/31/1978,0.01605237,0.007499766,0.020853364,-0.000701845
8/31/1978,0.001936647,-0.006737682,0.048429539,0.002030399
9/30/1978,-0.058558294,-0.01690026,0.002680607,0.001978558
10/31/1978,0.006447179,0.003809521,0.018171466,-0.003757812
11/30/1978,0.008016217,-0.011701952,-0.019175852,0.001686292
12/31/1978,0.027340037,0.003140043,0.061006801,0.002467897
1/31/1979,-0.028398165,-0.00602777,0.049582201,0.00473756
2/28/1979,0.034641935,0.003286556,-0.025883155,-0.003512172
3/31/1979,0.002986853,-0.018837579,0.049855028,0.002593402
4/30/1979,-0.023264452,0.00646225,-0.056648742,-0.005556873
5/31/1979,0.009239749,0.007825654,0.005839207,-0.004035625
6/30/1979,-0.003536815,-0.009379094,-0.050933424,0.004252872
7/31/1979,0.037259434,-0.020877413,0.100834893,0.011208644
8/31/1979,0.013797046,-0.003109217,0.034081277,0.000223756
9/30/1979,-0.0593216,-0.056185028,-0.042882311,0.003306111
10/31/1979,0.018335178,0.005279385,0.056944867,-0.005719434
11/30/1979,0.006270686,-0.0046792,0.005736739,-0.006181741
12/31/1979,0.045133186,-0.044037315,0.047980583,0.015825111
1/31/1980,-0.000157021,-0.07501866,-0.019645422,0.01786776
2/29/1980,-0.106604564,-0.011422697,-0.164106409,-0.024524647
3/31/1980,0.026942984,0.075696634,0.024723643,-0.017082811
4/30/1980,0.024550022,0.04122576,0.05128864,0.006108217
5/31/1980,0.03039476,0.011066339,0.048617489,-0.002045695
